INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,HEADING,NSAT (USED/VIEW),DISTANCE,
653,T,2008/01/27,15:07:51.000,SPS,57.699920,N,11.952919,E,55.107 m,0.211 km/h,218.496490,7(9),      0.32 m,
654,T,2008/01/27,15:07:56.000,SPS,57.699920,N,11.952924,E,55.117 m,0.024 km/h,218.496490,7(9),      0.26 m,
655,T,2008/01/27,15:08:01.000,SPS,57.699920,N,11.952923,E,55.116 m,0.008 km/h,218.496490,7(9),      0.06 m,
656,T,2008/01/27,15:08:06.000,SPS,57.699921,N,11.952922,E,55.117 m,0.007 km/h,218.496490,7(9),      0.09 m,
657,T,2008/01/27,15:08:11.000,SPS,57.699921,N,11.952921,E,55.136 m,0.003 km/h,218.496490,7(9),      0.06 m,
658,T,2008/01/27,15:08:16.000,SPS,57.699921,N,11.952920,E,55.148 m,0.027 km/h,218.496490,7(9),      0.05 m,
659,T,2008/01/27,15:08:21.000,SPS,57.699921,N,11.952921,E,55.163 m,0.026 km/h,218.496490,7(9),      0.04 m,
660,T,2008/01/27,15:08:26.000,SPS,57.699922,N,11.952923,E,55.205 m,0.168 km/h,218.496490,8(9),      0.16 m,
661,T,2008/01/27,15:08:31.000,SPS,57.699922,N,11.952924,E,55.188 m,0.007 km/h,218.496490,8(9),      0.11 m,
662,T,2008/01/27,15:08:36.000,SPS,57.699923,N,11.952925,E,55.159 m,0.001 km/h,218.496490,7(9),      0.06 m,
663,T,2008/01/27,15:08:41.000,SPS,57.699923,N,11.952925,E,55.142 m,0.034 km/h,218.496490,6(9),      0.05 m,
664,T,2008/01/27,15:08:46.000,SPS,57.699923,N,11.952925,E,55.137 m,0.006 km/h,218.496490,8(9),      0.03 m,
665,T,2008/01/27,15:08:51.000,SPS,57.699924,N,11.952925,E,55.102 m,0.027 km/h,218.496490,7(9),      0.05 m,
666,T,2008/01/27,15:08:56.000,SPS,57.699928,N,11.952920,E,55.135 m,0.970 km/h,218.496490,8(9),      0.59 m,
667,T,2008/01/27,15:09:01.000,SPS,57.699939,N,11.952909,E,55.178 m,0.947 km/h,218.496490,7(9),      1.41 m,
668,T,2008/01/27,15:09:06.000,SPS,57.699945,N,11.952898,E,55.160 m,0.011 km/h,218.496490,8(9),      0.87 m,
669,T,2008/01/27,15:09:11.000,SPS,57.699945,N,11.952898,E,55.153 m,0.146 km/h,218.496490,8(9),      0.01 m,
670,T,2008/01/27,15:09:16.000,SPS,57.699945,N,11.952900,E,55.264 m,0.018 km/h,218.496490,7(9),      0.18 m,
671,T,2008/01/27,15:09:21.000,SPS,57.699945,N,11.952901,E,55.370 m,0.129 km/h,218.496490,7(9),      0.12 m,
672,T,2008/01/27,15:09:26.000,SPS,57.699945,N,11.952903,E,55.427 m,0.017 km/h,218.496490,7(9),      0.12 m,
673,T,2008/01/27,15:09:31.000,SPS,57.699946,N,11.952905,E,55.403 m,0.003 km/h,218.496490,7(9),      0.10 m,
674,T,2008/01/27,15:09:36.000,SPS,57.699948,N,11.952907,E,55.452 m,0.007 km/h,218.496490,6(9),      0.27 m,
675,T,2008/01/27,15:09:41.000,SPS,57.699949,N,11.952909,E,55.466 m,0.007 km/h,218.496490,7(9),      0.18 m,
676,T,2008/01/27,15:09:46.000,SPS,57.699949,N,11.952910,E,55.429 m,0.007 km/h,218.496490,7(9),      0.09 m,
677,T,2008/01/27,15:09:51.000,SPS,57.699949,N,11.952912,E,55.372 m,0.016 km/h,218.496490,8(9),      0.09 m,
678,T,2008/01/27,15:09:56.000,SPS,57.699950,N,11.952912,E,55.368 m,0.005 km/h,218.496490,7(9),      0.08 m,
679,T,2008/01/27,15:10:01.000,SPS,57.699950,N,11.952912,E,55.365 m,0.005 km/h,218.496490,7(9),      0.07 m,
680,T,2008/01/27,15:10:06.000,SPS,57.699951,N,11.952913,E,55.387 m,0.007 km/h,218.496490,7(9),      0.08 m,
681,T,2008/01/27,15:10:11.000,SPS,57.699951,N,11.952914,E,55.425 m,0.012 km/h,218.496490,7(9),      0.10 m,
682,T,2008/01/27,15:10:16.000,SPS,57.699952,N,11.952914,E,55.468 m,0.006 km/h,218.496490,7(9),      0.06 m,
683,T,2008/01/27,15:10:21.000,SPS,57.699952,N,11.952914,E,55.534 m,0.162 km/h,218.496490,8(9),      0.09 m,
684,T,2008/01/27,15:10:26.000,SPS,57.699953,N,11.952915,E,55.540 m,0.005 km/h,218.496490,7(9),      0.14 m,
685,T,2008/01/27,15:10:31.000,SPS,57.699954,N,11.952916,E,55.562 m,0.863 km/h,218.496490,7(9),      0.05 m,
686,T,2008/01/27,15:10:36.000,SPS,57.699957,N,11.952943,E,55.626 m,0.709 km/h,218.496490,7(9),      1.70 m,
687,T,2008/01/27,15:10:41.000,SPS,57.699957,N,11.952962,E,55.745 m,0.199 km/h,218.496490,8(9),      1.14 m,
688,T,2008/01/27,15:10:46.000,SPS,57.699957,N,11.952961,E,55.884 m,0.183 km/h,218.496490,8(9),      0.16 m,
689,T,2008/01/27,15:10:51.000,SPS,57.699956,N,11.952958,E,55.964 m,0.374 km/h,218.496490,6(9),      0.23 m,
690,T,2008/01/27,15:10:56.000,SPS,57.699962,N,11.952964,E,56.061 m,0.428 km/h,218.496490,6(9),      0.82 m,
691,T,2008/01/27,15:11:01.000,SPS,57.699963,N,11.952964,E,56.130 m,0.208 km/h,218.496490,6(9),      0.08 m,
692,T,2008/01/27,15:11:06.000,SPS,57.699962,N,11.952965,E,56.174 m,0.213 km/h,218.496490,6(9),      0.10 m,
693,T,2008/01/27,15:11:11.000,SPS,57.699963,N,11.952969,E,56.225 m,0.726 km/h,218.496490,8(9),      0.22 m,
694,T,2008/01/27,15:11:16.000,SPS,57.699962,N,11.952960,E,56.230 m,1.432 km/h,218.496490,7(9),      0.51 m,
695,T,2008/01/27,15:11:21.000,SPS,57.699956,N,11.952937,E,56.250 m,0.165 km/h,218.496490,7(9),      1.55 m,
696,T,2008/01/27,15:11:26.000,SPS,57.699957,N,11.952938,E,56.406 m,0.355 km/h,218.496490,7(9),      0.21 m,
697,T,2008/01/27,15:11:31.000,SPS,57.699957,N,11.952928,E,56.498 m,6.012 km/h,218.496490,7(9),      0.64 m,
698,T,2008/01/27,15:11:36.000,SPS,57.699972,N,11.952892,E,56.564 m,0.709 km/h,218.496490,7(9),      2.75 m,
699,T,2008/01/27,15:11:41.000,SPS,57.699970,N,11.952871,E,56.544 m,0.313 km/h,218.496490,8(9),      1.24 m,
700,T,2008/01/27,15:11:46.000,SPS,57.699971,N,11.952879,E,56.581 m,0.854 km/h,218.496490,8(9),      0.46 m,
701,T,2008/01/27,15:11:51.000,SPS,57.699974,N,11.952893,E,56.631 m,1.002 km/h,218.496490,8(9),      0.92 m,
702,T,2008/01/27,15:11:56.000,SPS,57.699977,N,11.952909,E,56.685 m,0.607 km/h,218.496490,8(9),      0.98 m,
703,T,2008/01/27,15:12:01.000,SPS,57.699976,N,11.952913,E,56.786 m,0.683 km/h,218.496490,7(9),      0.27 m,
704,T,2008/01/27,15:12:06.000,SPS,57.699973,N,11.952896,E,56.875 m,0.741 km/h,218.496490,7(9),      1.03 m,
705,T,2008/01/27,15:12:11.000,SPS,57.699971,N,11.952880,E,56.934 m,0.528 km/h,218.496490,7(9),      1.01 m,
706,T,2008/01/27,15:12:16.000,SPS,57.699969,N,11.952865,E,56.986 m,0.736 km/h,218.496490,7(9),      0.92 m,
707,T,2008/01/27,15:12:21.000,SPS,57.699968,N,11.952845,E,57.043 m,0.743 km/h,218.496490,7(9),      1.23 m,
708,T,2008/01/27,15:12:26.000,SPS,57.699969,N,11.952848,E,57.112 m,1.026 km/h,218.496490,8(9),      0.24 m,
709,T,2008/01/27,15:12:31.000,SPS,57.699974,N,11.952879,E,57.176 m,3.465 km/h,218.496490,8(9),      1.95 m,
710,T,2008/01/27,15:12:36.000,SPS,57.699849,N,11.953253,E,56.506 m,19.849 km/h,86.427399,8(9),     26.26 m,
711,T,2008/01/27,15:12:41.000,SPS,57.699865,N,11.953857,E,56.469 m,21.918 km/h,96.587524,8(9),     36.07 m,
712,T,2008/01/27,15:12:46.000,SPS,57.699947,N,11.954557,E,58.682 m,28.527 km/h,99.175896,7(9),     42.77 m,
713,T,2008/01/27,15:12:51.000,SPS,57.699934,N,11.955259,E,59.009 m,24.419 km/h,97.125023,8(9),     41.90 m,
714,T,2008/01/27,15:12:56.000,SPS,57.699900,N,11.955946,E,58.753 m,28.569 km/h,98.056587,6(9),     41.12 m,
715,T,2008/01/27,15:13:01.000,SPS,57.699845,N,11.956682,E,61.154 m,22.889 km/h,95.442360,7(9),     44.42 m,
716,T,2008/01/27,15:13:06.000,SPS,57.699756,N,11.957161,E,58.161 m,13.081 km/h,100.822197,8(9),     30.34 m,
717,T,2008/01/27,15:13:11.000,SPS,57.699721,N,11.957413,E,56.525 m,6.004 km/h,100.060211,7(9),     15.62 m,
718,T,2008/01/27,15:13:16.000,SPS,57.699653,N,11.957520,E,51.498 m,3.404 km/h,100.060211,7(9),     11.10 m,
719,T,2008/01/27,15:13:21.000,SPS,57.699639,N,11.957838,E,49.658 m,20.441 km/h,97.457619,6(9),     19.13 m,
720,T,2008/01/27,15:13:26.000,SPS,57.699576,N,11.958570,E,47.382 m,31.414 km/h,97.820015,7(9),     44.26 m,
721,T,2008/01/27,15:13:31.000,SPS,57.699543,N,11.959268,E,45.865 m,27.273 km/h,96.406525,6(9),     41.82 m,
722,T,2008/01/27,15:13:36.000,SPS,57.699506,N,11.959894,E,44.151 m,22.753 km/h,99.171577,7(9),     37.57 m,
723,T,2008/01/27,15:13:41.000,SPS,57.699466,N,11.960414,E,43.130 m,20.578 km/h,96.029564,6(9),     31.33 m,
724,T,2008/01/27,15:13:46.000,SPS,57.699564,N,11.960882,E,42.656 m,18.675 km/h,87.960152,7(9),     29.97 m,
725,T,2008/01/27,15:13:51.000,SPS,57.699614,N,11.961305,E,47.127 m,16.558 km/h,94.451820,7(9),     26.22 m,
726,T,2008/01/27,15:13:56.000,SPS,57.699580,N,11.961679,E,45.114 m,5.820 km/h,89.539085,7(9),     22.72 m,
727,T,2008/01/27,15:14:01.000,SPS,57.699556,N,11.961758,E,43.373 m,0.468 km/h,89.539085,8(9),      5.67 m,
728,T,2008/01/27,15:14:06.000,SPS,57.699557,N,11.961768,E,42.927 m,0.137 km/h,89.539085,7(9),      0.78 m,
729,T,2008/01/27,15:14:11.000,SPS,57.699557,N,11.961772,E,42.839 m,0.240 km/h,89.539085,6(9),      0.22 m,
730,T,2008/01/27,15:14:16.000,SPS,57.699556,N,11.961769,E,42.809 m,0.118 km/h,89.539085,6(9),      0.20 m,
731,T,2008/01/27,15:14:21.000,SPS,57.699546,N,11.961856,E,42.932 m,5.808 km/h,89.725197,7(10),      5.30 m,
732,T,2008/01/27,15:14:26.000,SPS,57.699521,N,11.962033,E,42.629 m,6.690 km/h,76.366776,7(10),     10.92 m,
733,T,2008/01/27,15:14:31.000,SPS,57.699462,N,11.962172,E,43.564 m,3.917 km/h,76.366776,6(9),     10.60 m,
734,T,2008/01/27,15:14:36.000,SPS,57.699441,N,11.962247,E,43.327 m,1.204 km/h,76.366776,6(10),      5.05 m,
735,T,2008/01/27,15:14:41.000,SPS,57.699439,N,11.962242,E,43.178 m,0.438 km/h,76.366776,6(10),      0.42 m,
736,T,2008/01/27,15:14:46.000,SPS,57.699439,N,11.962253,E,43.119 m,0.649 km/h,76.366776,6(10),      0.66 m,
737,T,2008/01/27,15:14:51.000,SPS,57.699438,N,11.962255,E,42.983 m,0.794 km/h,76.366776,6(10),      0.22 m,
738,T,2008/01/27,15:14:56.000,SPS,57.699437,N,11.962260,E,42.937 m,0.755 km/h,76.366776,6(10),      0.34 m,
739,T,2008/01/27,15:15:01.000,SPS,57.699437,N,11.962275,E,42.943 m,1.379 km/h,76.366776,6(10),      0.89 m,
740,T,2008/01/27,15:15:06.000,SPS,57.699440,N,11.962306,E,42.980 m,1.929 km/h,76.366776,7(10),      1.91 m,
741,T,2008/01/27,15:15:11.000,SPS,57.699436,N,11.962362,E,43.012 m,4.345 km/h,76.366776,7(10),      3.37 m,
742,T,2008/01/27,15:15:16.000,SPS,57.699433,N,11.962761,E,43.785 m,8.805 km/h,49.888649,7(10),     23.79 m,
743,T,2008/01/27,15:15:21.000,SPS,57.699514,N,11.963014,E,43.212 m,5.290 km/h,52.977341,7(10),     17.61 m,
744,T,2008/01/27,15:15:26.000,SPS,57.699556,N,11.963182,E,42.773 m,3.284 km/h,52.977341,6(10),     11.04 m,
745,T,2008/01/27,15:15:31.000,SPS,57.699584,N,11.963254,E,42.346 m,3.743 km/h,54.474190,7(9),      5.34 m,
746,T,2008/01/27,15:15:36.000,SPS,57.699627,N,11.963502,E,41.846 m,9.011 km/h,75.363075,7(10),     15.59 m,
747,T,2008/01/27,15:15:41.000,SPS,57.699844,N,11.964098,E,41.465 m,14.512 km/h,18.042631,7(10),     42.93 m,
748,T,2008/01/27,15:15:46.000,SPS,57.700103,N,11.964226,E,39.202 m,18.820 km/h,350.312469,7(10),     29.92 m,
749,T,2008/01/27,15:15:51.000,SPS,57.700418,N,11.964098,E,34.906 m,25.929 km/h,338.893219,7(9),     36.27 m,
750,T,2008/01/27,15:15:56.000,SPS,57.700756,N,11.963999,E,29.182 m,26.718 km/h,342.903381,7(10),     38.44 m,
751,T,2008/01/27,15:16:01.000,SPS,57.701148,N,11.963834,E,26.026 m,31.251 km/h,338.657623,7(10),     44.89 m,
752,T,2008/01/27,15:16:06.000,SPS,57.701490,N,11.963610,E,24.059 m,23.423 km/h,341.594208,7(10),     40.46 m,
753,T,2008/01/27,15:16:11.000,SPS,57.701792,N,11.963399,E,24.504 m,18.191 km/h,334.948120,7(9),     35.85 m,
754,T,2008/01/27,15:16:16.000,SPS,57.702045,N,11.963253,E,21.750 m,17.075 km/h,339.453552,7(10),     29.67 m,
755,T,2008/01/27,15:16:21.000,SPS,57.702263,N,11.963226,E,21.275 m,13.436 km/h,21.269533,7(10),     24.32 m,
756,T,2008/01/27,15:16:26.000,SPS,57.702456,N,11.963406,E,24.930 m,9.682 km/h,57.253983,7(10),     24.27 m,
757,T,2008/01/27,15:16:31.000,SPS,57.702516,N,11.963538,E,23.572 m,2.071 km/h,57.935402,7(10),     10.47 m,
758,T,2008/01/27,15:16:36.000,SPS,57.702541,N,11.963530,E,21.759 m,0.982 km/h,57.935402,7(10),      3.33 m,
759,T,2008/01/27,15:16:41.000,SPS,57.702547,N,11.963526,E,20.468 m,0.271 km/h,57.935402,7(10),      1.49 m,
760,T,2008/01/27,15:16:46.000,SPS,57.702546,N,11.963526,E,20.075 m,0.253 km/h,57.935402,7(10),      0.40 m,
761,T,2008/01/27,15:16:51.000,SPS,57.702555,N,11.963521,E,19.932 m,2.570 km/h,57.935402,7(9),      1.03 m,
762,T,2008/01/27,15:16:56.000,SPS,57.702602,N,11.963766,E,20.843 m,11.270 km/h,63.193348,7(10),     15.56 m,
763,T,2008/01/27,15:17:01.000,SPS,57.702688,N,11.964083,E,21.650 m,12.392 km/h,68.431618,7(10),     21.16 m,
764,T,2008/01/27,15:17:06.000,SPS,57.702856,N,11.964402,E,25.562 m,12.100 km/h,32.924171,7(10),     26.94 m,
765,T,2008/01/27,15:17:11.000,SPS,57.703016,N,11.964420,E,26.969 m,15.517 km/h,344.355225,7(10),     17.92 m,
766,T,2008/01/27,15:17:16.000,SPS,57.703240,N,11.964281,E,27.406 m,18.274 km/h,341.821838,7(10),     26.25 m,
767,T,2008/01/27,15:17:21.000,SPS,57.703472,N,11.964122,E,27.536 m,15.869 km/h,339.747223,7(10),     27.59 m,
768,T,2008/01/27,15:17:26.000,SPS,57.703719,N,11.964036,E,28.155 m,16.465 km/h,341.113464,7(9),     27.92 m,
769,T,2008/01/27,15:17:31.000,SPS,57.704018,N,11.963951,E,24.247 m,14.687 km/h,339.732819,7(10),     33.91 m,
770,T,2008/01/27,15:17:36.000,SPS,57.704236,N,11.963845,E,23.304 m,5.752 km/h,339.514862,7(10),     25.17 m,
771,T,2008/01/27,15:17:41.000,SPS,57.704273,N,11.963828,E,24.946 m,0.564 km/h,339.514862,7(10),      4.54 m,
772,T,2008/01/27,15:17:46.000,SPS,57.704274,N,11.963826,E,24.590 m,0.512 km/h,339.514862,7(10),      0.38 m,
773,T,2008/01/27,15:17:51.000,SPS,57.704285,N,11.963818,E,24.536 m,1.297 km/h,339.514862,7(10),      1.37 m,
774,T,2008/01/27,15:17:56.000,SPS,57.704305,N,11.963806,E,24.427 m,1.302 km/h,339.514862,7(10),      2.25 m,
775,T,2008/01/27,15:18:01.000,SPS,57.704318,N,11.963799,E,24.243 m,1.554 km/h,339.514862,7(10),      1.62 m,
776,T,2008/01/27,15:18:06.000,SPS,57.704341,N,11.963786,E,24.084 m,1.999 km/h,339.514862,7(10),      2.58 m,
777,T,2008/01/27,15:18:11.000,SPS,57.704430,N,11.963723,E,24.228 m,12.317 km/h,346.195099,7(10),     10.71 m,
778,T,2008/01/27,15:18:16.000,SPS,57.704655,N,11.963559,E,24.551 m,18.428 km/h,332.352997,7(10),     26.81 m,
779,T,2008/01/27,15:18:21.000,SPS,57.704830,N,11.963399,E,24.790 m,16.992 km/h,339.528839,7(10),     21.68 m,
780,T,2008/01/27,15:18:26.000,SPS,57.705047,N,11.963266,E,24.882 m,14.147 km/h,337.760681,7(10),     25.51 m,
781,T,2008/01/27,15:18:31.000,SPS,57.705213,N,11.963117,E,24.886 m,11.453 km/h,326.768158,7(9),     20.53 m,
782,T,2008/01/27,15:18:36.000,SPS,57.705493,N,11.963112,E,22.894 m,17.446 km/h,36.511124,7(9),     31.22 m,
783,T,2008/01/27,15:18:41.000,SPS,57.705665,N,11.963496,E,21.995 m,21.406 km/h,62.685516,7(10),     29.85 m,
784,T,2008/01/27,15:18:46.000,SPS,57.705844,N,11.963943,E,20.402 m,21.921 km/h,61.447033,7(10),     33.28 m,
785,T,2008/01/27,15:18:51.000,SPS,57.706063,N,11.964529,E,18.012 m,25.727 km/h,70.627136,7(10),     42.72 m,
786,T,2008/01/27,15:18:56.000,SPS,57.706222,N,11.964977,E,16.479 m,20.545 km/h,72.116966,7(10),     32.10 m,
787,T,2008/01/27,15:19:01.000,SPS,57.706334,N,11.965581,E,15.728 m,24.058 km/h,72.860649,6(10),     38.11 m,
788,T,2008/01/27,15:19:06.000,SPS,57.706398,N,11.966139,E,13.502 m,19.170 km/h,74.065750,6(10),     34.06 m,
789,T,2008/01/27,15:19:11.000,SPS,57.706418,N,11.966595,E,12.321 m,13.260 km/h,81.119461,6(10),     27.28 m,
790,T,2008/01/27,15:19:16.000,SPS,57.706455,N,11.966899,E,11.192 m,10.546 km/h,75.343231,6(9),     18.64 m,
791,T,2008/01/27,15:19:21.000,SPS,57.706396,N,11.967249,E,9.392 m,9.148 km/h,69.857574,6(8),     21.92 m,
792,T,2008/01/27,15:19:26.000,SPS,57.706404,N,11.967522,E,7.393 m,10.857 km/h,95.088768,7(9),     16.43 m,
793,T,2008/01/27,15:19:31.000,SPS,57.706431,N,11.967937,E,11.171 m,7.636 km/h,48.301205,7(9),     25.24 m,
794,T,2008/01/27,15:19:36.000,SPS,57.706615,N,11.968097,E,16.153 m,11.160 km/h,345.122620,7(9),     23.13 m,
795,T,2008/01/27,15:19:41.000,SPS,57.706757,N,11.968033,E,15.430 m,13.394 km/h,349.252014,6(9),     16.29 m,
796,T,2008/01/27,15:19:46.000,SPS,57.706944,N,11.968147,E,18.443 m,14.874 km/h,49.279705,7(9),     22.11 m,
797,T,2008/01/27,15:19:51.000,SPS,57.707026,N,11.968484,E,17.724 m,16.191 km/h,70.644554,7(8),     22.09 m,
798,T,2008/01/27,15:19:56.000,SPS,57.707104,N,11.968838,E,16.861 m,11.892 km/h,64.961960,7(9),     22.86 m,
799,T,2008/01/27,15:20:01.000,SPS,57.707146,N,11.968940,E,16.343 m,0.603 km/h,57.725773,7(9),      7.67 m,
800,T,2008/01/27,15:20:06.000,SPS,57.707140,N,11.968924,E,17.903 m,0.299 km/h,57.725773,7(8),      1.94 m,
801,T,2008/01/27,15:20:11.000,SPS,57.707141,N,11.968931,E,17.819 m,0.581 km/h,57.725773,7(9),      0.43 m,
802,T,2008/01/27,15:20:16.000,SPS,57.707144,N,11.968944,E,17.828 m,0.471 km/h,57.725773,7(9),      0.85 m,
803,T,2008/01/27,15:20:21.000,SPS,57.707147,N,11.968951,E,17.853 m,0.246 km/h,57.725773,7(9),      0.48 m,
804,T,2008/01/27,15:20:26.000,SPS,57.707150,N,11.968959,E,17.842 m,0.660 km/h,57.725773,7(9),      0.62 m,
805,T,2008/01/27,15:20:31.000,SPS,57.707154,N,11.968966,E,17.869 m,0.703 km/h,57.725773,6(9),      0.64 m,
806,T,2008/01/27,15:20:36.000,SPS,57.707162,N,11.968979,E,17.898 m,0.899 km/h,57.725773,6(9),      1.12 m,
807,T,2008/01/27,15:20:41.000,SPS,57.707166,N,11.968988,E,17.911 m,0.987 km/h,57.725773,6(9),      0.73 m,
808,T,2008/01/27,15:20:46.000,SPS,57.707168,N,11.968992,E,17.954 m,0.717 km/h,57.725773,6(9),      0.37 m,
809,T,2008/01/27,15:20:51.000,SPS,57.707169,N,11.968990,E,18.036 m,0.222 km/h,57.725773,6(9),      0.18 m,
810,T,2008/01/27,15:20:56.000,SPS,57.707171,N,11.968995,E,18.050 m,0.836 km/h,57.725773,6(9),      0.36 m,
811,T,2008/01/27,15:21:01.000,SPS,57.707206,N,11.969191,E,18.316 m,18.892 km/h,68.676346,6(9),     12.29 m,
812,T,2008/01/27,15:21:06.000,SPS,57.707278,N,11.969675,E,20.202 m,21.727 km/h,77.141609,6(9),     30.02 m,
813,T,2008/01/27,15:21:11.000,SPS,57.707349,N,11.970167,E,21.015 m,21.947 km/h,79.136803,7(9),     30.37 m,
814,T,2008/01/27,15:21:16.000,SPS,57.707424,N,11.970710,E,22.754 m,20.998 km/h,73.930702,7(9),     33.54 m,
815,B,2008/01/27,15:21:20.000,SPS,57.707448,N,11.971055,E,25.731 m,16.147 km/h,76.704651,7(9),     20.96 m,
816,T,2008/01/27,18:13:26.129,No fix,57.707409,N,11.971354,E,29.133 m,0.000 km/h,0.000000,0(0),     18.63 m,
817,T,2008/01/27,18:13:31.929,No fix,57.707409,N,11.971354,E,29.133 m,0.000 km/h,0.000000,0(4),      0.00 m,
